# Rank send_size recv_size exec_time late_time send_bw recv_bw
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
- - - - - - -
80 0 0 53.632000 0.686000 0.000000 0.000000
81 0 0 53.801000 0.879000 0.000000 0.000000
82 0 0 54.622000 0.991000 0.000000 0.000000
83 0 0 53.904000 1.027000 0.000000 0.000000
84 0 0 54.441000 0.300000 0.000000 0.000000
85 0 0 53.317000 0.913000 0.000000 0.000000
86 0 0 49.179000 0.397000 0.000000 0.000000
87 0 0 49.118000 0.828000 0.000000 0.000000
88 0 0 49.162000 0.971000 0.000000 0.000000
89 0 0 49.010000 0.571000 0.000000 0.000000
90 0 0 49.088000 0.915000 0.000000 0.000000
91 0 0 48.626000 1.163000 0.000000 0.000000
92 0 0 49.260000 0.447000 0.000000 0.000000
93 0 0 48.709000 1.178000 0.000000 0.000000
94 0 0 48.644000 1.064000 0.000000 0.000000
95 0 0 48.633000 1.055000 0.000000 0.000000
96 0 0 48.759000 1.199000 0.000000 0.000000
97 0 0 49.331000 0.425000 0.000000 0.000000
98 0 0 49.277000 0.448000 0.000000 0.000000
99 0 0 48.350000 0.766000 0.000000 0.000000
100 0 0 49.027000 1.052000 0.000000 0.000000
101 0 0 49.350000 0.453000 0.000000 0.000000
102 0 0 48.572000 0.425000 0.000000 0.000000
103 0 0 49.420000 1.302000 0.000000 0.000000
104 0 0 48.557000 1.256000 0.000000 0.000000
105 0 0 49.302000 1.178000 0.000000 0.000000
106 0 0 48.649000 0.563000 0.000000 0.000000
107 0 0 48.580000 0.456000 0.000000 0.000000
108 0 0 49.364000 1.270000 0.000000 0.000000
109 0 0 48.933000 0.873000 0.000000 0.000000
110 0 0 49.227000 0.275000 0.000000 0.000000
111 0 0 48.563000 0.463000 0.000000 0.000000
112 0 0 49.295000 1.302000 0.000000 0.000000
113 0 0 49.473000 1.298000 0.000000 0.000000
114 0 0 49.423000 0.437000 0.000000 0.000000
115 0 0 49.254000 0.415000 0.000000 0.000000
116 0 0 49.336000 1.239000 0.000000 0.000000
117 0 0 49.382000 0.448000 0.000000 0.000000
118 0 0 49.390000 0.419000 0.000000 0.000000
119 0 0 49.088000 0.955000 0.000000 0.000000
